batch_size,time_elapsed
20000,1745.7452144622803
30000,1399.3333275318146
40000,1173.6229057312012
50000,1049.2539241313934
60000,947.8828461170197
70000,863.3784976005554
80000,795.6715636253357
90000,719.8776044845581
100000,692.9441885948181
250000,379.4118227958679
500000,238.4133324623108
750000,195.6094515323639
1000000,157.3953971862793
2500000,102.30031275749207
5000000,80.32739996910095
